,Age,Sex,Air velocity (m/s),Air temperature (¡C),Radiant temperature (¡C),Relative humidity (%),Outdoor monthly air temperature (¡C),Thermal sensation
2998,2.0,1.0,0.1,20.3,23.1,81.0,7.1,-1
2999,1.0,2.0,0.1,20.3,23.1,81.0,7.1,-1
3000,2.0,2.0,0.1,20.3,23.1,81.0,7.1,-1
3003,1.0,2.0,0.1,20.3,23.1,81.0,7.1,0
3014,1.0,1.0,0.1,21.3,23.1,81.0,7.1,-1
3016,2.0,2.0,0.1,21.3,23.1,81.0,7.1,0
3017,1.0,2.0,0.1,21.3,23.1,81.0,7.1,-1
3018,2.0,2.0,0.1,21.3,23.1,81.0,7.1,2
3020,1.0,2.0,0.1,21.3,23.1,81.0,7.1,0
3023,2.0,1.0,0.1,21.3,23.1,81.0,7.1,0
3025,1.0,1.0,0.1,21.3,23.1,81.0,7.1,0
3029,2.0,1.0,0.1,21.3,23.1,81.0,7.1,-1
3037,2.0,1.0,0.1,21.3,23.1,87.0,9.0,0
3038,2.0,2.0,0.1,21.3,23.1,87.0,9.0,0
3041,2.0,1.0,0.1,21.3,23.1,87.0,9.0,-1
3045,2.0,2.0,0.1,21.3,23.1,87.0,9.0,-1
3051,3.0,2.0,0.1,21.3,23.1,87.0,9.0,-1
3052,3.0,1.0,0.1,21.3,23.1,87.0,9.0,0
3068,3.0,2.0,0.1,21.3,23.1,87.0,9.0,0
3080,2.0,2.0,0.1,21.3,23.1,87.0,9.0,1
3089,2.0,1.0,0.1,21.3,23.1,87.0,9.0,1
3090,2.0,2.0,0.1,21.3,23.1,87.0,9.0,2
3093,4.0,2.0,0.1,21.3,23.1,87.0,9.0,0
3099,1.0,1.0,0.1,21.3,23.1,87.0,9.0,-1
3106,2.0,1.0,0.1,21.3,23.1,87.0,9.0,-2
3114,2.0,2.0,0.1,22.1,23.1,93.0,6.0,0
3115,3.0,2.0,0.1,22.1,23.1,93.0,6.0,-1
3117,2.0,2.0,0.1,22.1,23.1,93.0,6.0,-1
3119,2.0,1.0,0.1,22.1,23.1,93.0,6.0,-1
3121,2.0,1.0,0.1,22.1,23.1,93.0,6.0,0
3125,3.0,1.0,0.1,22.1,23.1,93.0,6.0,-1
3129,2.0,1.0,0.1,22.1,23.1,93.0,6.0,1
3130,3.0,2.0,0.1,22.1,23.1,93.0,6.0,0
3136,2.0,2.0,0.1,22.9,23.1,54.0,10.0,0
3137,3.0,2.0,0.1,22.9,23.1,54.0,10.0,0
3139,3.0,1.0,0.1,22.9,23.1,54.0,10.0,-1
3141,2.0,1.0,0.1,22.9,23.1,54.0,10.0,0
3146,3.0,1.0,0.1,22.9,23.1,54.0,10.0,0
3152,2.0,1.0,0.1,22.9,23.1,54.0,10.0,-1
3157,1.0,2.0,0.1,23.7,23.1,96.0,14.5,-1
3158,1.0,2.0,0.1,23.7,23.1,96.0,14.5,0
3159,2.0,1.0,0.1,23.7,23.1,96.0,14.5,0
3160,1.0,1.0,0.1,23.7,23.1,96.0,14.5,-1
3162,2.0,2.0,0.1,23.7,23.1,96.0,14.5,1
3163,2.0,2.0,0.1,23.7,23.1,96.0,14.5,-1
3164,1.0,1.0,0.1,23.7,23.1,96.0,14.5,0
3165,2.0,1.0,0.1,23.7,23.1,96.0,14.5,1
3167,2.0,2.0,0.1,23.7,23.1,96.0,14.5,0
3170,3.0,2.0,0.1,23.7,23.1,96.0,14.5,1
3196,1.0,1.0,0.1,23.7,23.1,96.0,14.5,1
3199,1.0,2.0,0.1,23.7,23.1,96.0,14.5,1
3206,3.0,2.0,0.1,23.7,23.1,96.0,14.5,-1
3207,4.0,2.0,0.1,23.7,23.1,96.0,14.5,0
3216,2.0,1.0,0.1,23.7,23.1,96.0,14.5,-1
3218,3.0,2.0,0.1,23.7,23.1,96.0,14.5,0
3225,1.0,2.0,0.1,23.7,23.1,96.0,14.5,2
3243,2.0,2.0,0.1,23.7,23.1,83.0,8.6,0
3244,1.0,1.0,0.1,23.7,23.1,83.0,8.6,0
3245,1.0,2.0,0.1,23.7,23.1,83.0,8.6,0
3246,2.0,2.0,0.1,23.7,23.1,83.0,8.6,-1
3251,1.0,1.0,0.1,23.7,23.1,83.0,8.6,-2
3256,1.0,2.0,0.1,23.7,23.1,83.0,8.6,-1
3267,1.0,1.0,0.1,23.7,23.1,83.0,8.6,-1
3270,1.0,2.0,0.1,23.7,23.1,83.0,8.6,-2
3271,2.0,1.0,0.1,23.7,23.1,83.0,8.6,0
3272,1.0,2.0,0.1,23.7,23.1,82.0,5.9,0
3273,2.0,2.0,0.1,23.7,23.1,82.0,5.9,0
3275,2.0,2.0,0.1,23.7,23.1,82.0,5.9,-1
3281,2.0,2.0,0.1,23.7,23.1,82.0,5.9,1
3282,6.0,2.0,0.1,23.7,23.1,82.0,5.9,0
3284,3.0,1.0,0.1,23.7,23.1,82.0,5.9,0
3285,1.0,1.0,0.1,23.7,23.1,82.0,5.9,-1
3287,2.0,2.0,0.1,23.7,23.1,82.0,5.9,-2
3292,2.0,1.0,0.1,23.7,23.1,82.0,5.9,2
3293,1.0,1.0,0.1,23.7,23.1,82.0,5.9,0
3294,6.0,1.0,0.1,23.7,23.1,82.0,5.9,-1
3298,2.0,1.0,0.1,23.7,23.1,82.0,5.9,-1
3305,2.0,1.0,0.1,23.7,23.1,82.0,5.9,0
3314,2.0,1.0,0.1,23.7,23.1,91.0,5.6,0
3315,1.0,2.0,0.1,23.7,23.1,91.0,5.6,-1
3316,2.0,2.0,0.1,23.7,23.1,91.0,5.6,-1
3317,1.0,1.0,0.1,23.7,23.1,91.0,5.6,1
3318,2.0,2.0,0.1,23.7,23.1,91.0,5.6,0
3319,1.0,1.0,0.1,23.7,23.1,91.0,5.6,-1
3320,1.0,2.0,0.1,23.7,23.1,91.0,5.6,0
3325,1.0,1.0,0.1,23.7,23.1,91.0,5.6,0
3326,2.0,1.0,0.1,23.7,23.1,91.0,5.6,-1
3327,2.0,1.0,0.1,23.7,23.1,81.0,8.0,0
3328,2.0,2.0,0.1,23.7,23.1,81.0,8.0,0
3329,1.0,1.0,0.1,23.7,23.1,81.0,8.0,0
3330,1.0,1.0,0.1,23.7,23.1,81.0,8.0,1
3331,1.0,2.0,0.1,23.7,23.1,81.0,8.0,0
3332,1.0,1.0,0.1,23.7,23.1,81.0,8.0,-1
3334,1.0,2.0,0.1,23.7,23.1,81.0,8.0,-1
3341,2.0,2.0,0.1,23.7,23.1,81.0,8.0,-1
3343,2.0,2.0,0.1,23.7,23.1,81.0,8.0,1
3345,3.0,1.0,0.1,23.7,23.1,81.0,8.0,1
3346,3.0,2.0,0.1,23.7,23.1,81.0,8.0,0
3348,1.0,2.0,0.1,23.7,23.1,81.0,8.0,1
3352,2.0,1.0,0.1,23.7,23.1,81.0,8.0,1
3365,1.0,2.0,0.1,23.7,23.1,81.0,8.0,-2
3374,2.0,1.0,0.1,23.7,23.1,80.0,11.4,0
3375,2.0,1.0,0.1,23.7,23.1,80.0,11.4,-1
3376,1.0,2.0,0.1,23.7,23.1,80.0,11.4,-1
3379,3.0,2.0,0.1,23.7,23.1,80.0,11.4,0
3382,2.0,1.0,0.1,23.7,23.1,80.0,11.4,1
3384,3.0,1.0,0.1,23.7,23.1,80.0,11.4,0
3385,2.0,2.0,0.1,23.7,23.1,80.0,11.4,0
3399,6.0,2.0,0.1,23.7,23.1,80.0,11.4,0
3402,2.0,2.0,0.1,23.7,23.1,80.0,11.4,-1
3403,4.0,2.0,0.1,23.7,23.1,80.0,11.4,0
3405,3.0,1.0,0.1,23.7,23.1,80.0,11.4,-1
3407,4.0,1.0,0.1,23.7,23.1,80.0,11.4,2
3408,1.0,1.0,0.1,23.7,23.1,80.0,11.4,0
3410,4.0,2.0,0.1,23.7,23.1,80.0,11.4,-1
3411,1.0,2.0,0.1,23.7,23.1,80.0,11.4,0
3413,1.0,1.0,0.1,23.7,23.1,80.0,11.4,-1
3423,1.0,1.0,0.1,23.7,23.1,80.0,11.4,-2
3430,1.0,2.0,0.1,23.7,23.1,24.0,11.2,0
3432,2.0,2.0,0.1,23.7,23.1,24.0,11.2,0
3433,1.0,2.0,0.1,23.7,23.1,24.0,11.2,-1
3434,1.0,1.0,0.1,23.7,23.1,24.0,11.2,0
3442,1.0,1.0,0.1,23.7,23.1,24.0,11.2,-1
3452,3.0,2.0,0.1,23.7,23.1,24.0,11.2,-1
3458,1.0,2.0,0.1,23.7,23.1,24.0,11.2,-2
3462,1.0,2.0,0.1,23.7,23.1,28.0,12.2,-2
3463,1.0,2.0,0.1,23.7,23.1,28.0,12.2,-1
3466,1.0,2.0,0.1,23.7,23.1,28.0,12.2,0
3471,1.0,1.0,0.1,23.7,23.1,28.0,12.2,-1
3474,1.0,1.0,0.1,23.7,23.1,28.0,12.2,0
3486,3.0,2.0,0.1,23.7,23.1,28.0,12.2,0
3489,2.0,2.0,0.1,23.7,23.1,28.0,12.2,-1
3497,2.0,2.0,0.1,23.7,23.1,52.0,7.0,0
3498,1.0,2.0,0.1,23.7,23.1,52.0,7.0,0
3500,1.0,2.0,0.1,23.7,23.1,52.0,7.0,-1
3501,1.0,1.0,0.1,23.7,23.1,52.0,7.0,-1
3502,2.0,2.0,0.1,23.7,23.1,52.0,7.0,-2
3505,4.0,2.0,0.1,23.7,23.1,52.0,7.0,-1
3506,2.0,2.0,0.1,23.7,23.1,52.0,7.0,-1
3521,1.0,1.0,0.1,23.7,23.1,52.0,7.0,-2
3527,1.0,1.0,0.1,24.0,23.1,52.0,23.2,-1
3528,2.0,2.0,0.1,24.0,23.1,52.0,23.2,0
3530,2.0,2.0,0.1,24.0,23.1,52.0,23.2,-1
3531,3.0,1.0,0.1,24.0,23.1,52.0,23.2,-1
3534,2.0,1.0,0.1,24.0,23.1,52.0,23.2,-2
3535,1.0,1.0,0.1,24.0,23.1,52.0,23.2,0
3540,1.0,2.0,0.1,24.0,23.1,52.0,23.2,0
3548,2.0,1.0,0.1,24.0,23.1,52.0,23.2,-1
3550,2.0,1.0,0.1,24.0,23.1,52.0,23.2,0
3572,1.0,2.0,0.1,24.0,23.1,52.0,23.2,-1
3586,1.0,1.0,0.1,19.0,23.1,52.0,15.5,0
3587,1.0,1.0,0.1,19.0,23.1,52.0,15.5,-1
3588,1.0,2.0,0.1,19.0,23.1,52.0,15.5,-1
3590,1.0,1.0,0.1,19.0,23.1,52.0,15.5,-2
3600,1.0,2.0,0.1,19.0,23.1,52.0,15.5,0
3604,3.0,2.0,0.1,19.0,23.1,52.0,15.5,-1
3606,1.0,1.0,0.1,19.0,23.1,52.0,15.5,1
3610,1.0,2.0,0.1,19.0,23.1,52.0,15.5,-2
3628,2.0,1.0,0.1,19.0,23.1,52.0,15.5,-1
3631,2.0,2.0,0.1,19.0,23.1,52.0,15.5,0
3637,2.0,2.0,0.1,19.0,23.1,52.0,15.5,-1
3652,1.0,2.0,0.17,22.65,22.6,58.0,25.0,-1
3654,2.0,2.0,0.17,22.65,22.6,58.0,25.0,0
3656,2.0,2.0,0.17,22.65,22.6,58.0,25.0,-1
3658,1.0,1.0,0.17,22.65,22.6,58.0,25.0,-1
3659,1.0,2.0,0.17,22.65,22.6,58.0,25.0,0
3665,1.0,2.0,0.17,22.65,22.6,58.0,25.0,-2
3673,1.0,1.0,0.17,22.65,22.6,58.0,25.0,0
3683,2.0,1.0,0.17,22.65,22.6,58.0,25.0,0
3689,2.0,1.0,0.17,22.65,22.6,58.0,25.0,-1
3697,1.0,1.0,0.17,22.65,22.6,58.0,25.0,-2
3729,2.0,2.0,0.17,22.65,22.6,58.0,25.0,-2
3733,1.0,1.0,0.0,20.4925,20.5,58.0,11.8,0
3734,1.0,2.0,0.0,20.4925,20.5,58.0,11.8,0
3735,1.0,2.0,0.0,20.4925,20.5,58.0,11.8,-1
3736,1.0,2.0,0.0,20.4925,20.5,58.0,11.8,1
3740,1.0,1.0,0.0,20.4925,20.5,58.0,11.8,-1
3744,1.0,2.0,0.0,20.4925,20.5,58.0,11.8,-2
3758,2.0,1.0,0.0,20.4925,20.5,58.0,11.8,-2
3764,2.0,2.0,0.0,20.4925,20.5,58.0,11.8,0
3770,2.0,2.0,0.0,20.4925,20.5,58.0,11.8,-1
3784,2.0,1.0,0.0,20.4925,20.5,58.0,11.8,0
3793,2.0,2.0,0.0,20.4925,20.5,58.0,11.8,2
3794,1.0,2.0,0.0,20.4925,20.5,58.0,11.8,2
3802,1.0,1.0,0.1,24.2,23.1,73.5,29.0,0
3803,1.0,2.0,0.1,24.2,23.1,73.5,29.0,-1
3804,1.0,2.0,0.1,24.2,23.1,73.5,29.0,0
3805,1.0,1.0,0.1,24.2,23.1,73.5,29.0,-1
3816,1.0,2.0,0.1,24.2,23.1,73.5,29.0,-2
3847,1.0,2.0,0.109,29.035999999999998,23.1,54.0,28.0,0
3848,1.0,1.0,0.109,29.035999999999998,23.1,54.0,28.0,0
3850,1.0,1.0,0.109,29.035999999999998,23.1,54.0,28.0,-1
3851,2.0,1.0,0.109,29.035999999999998,23.1,54.0,28.0,0
3853,1.0,2.0,0.109,29.035999999999998,23.1,54.0,28.0,-1
3860,1.0,1.0,0.109,29.035999999999998,23.1,54.0,28.0,1
3871,1.0,2.0,0.109,29.035999999999998,23.1,54.0,28.0,1
3877,1.0,2.0,0.1,25.79,23.1,76.0,22.0,1
3878,1.0,2.0,0.1,25.79,23.1,76.0,22.0,0
3879,1.0,1.0,0.1,25.79,23.1,76.0,22.0,0
3881,1.0,1.0,0.1,25.79,23.1,76.0,22.0,-1
3889,1.0,2.0,0.1,25.79,23.1,76.0,22.0,-1
3947,1.0,1.0,0.1,25.79,23.1,76.0,22.0,2
3948,3.0,1.0,0.1,23.7,23.1,43.0,28.0,0
3949,1.0,2.0,0.1,23.7,23.1,43.0,28.0,0
3951,1.0,1.0,0.1,23.7,23.1,43.0,28.0,-1
3952,1.0,2.0,0.1,23.7,23.1,43.0,28.0,-1
3957,1.0,1.0,0.1,23.7,23.1,43.0,28.0,0
3960,3.0,2.0,0.1,23.7,23.1,43.0,28.0,-1
3976,1.0,1.0,0.1,25.5,23.1,90.0,19.0,-1
3977,1.0,1.0,0.1,25.5,23.1,90.0,19.0,-2
3978,1.0,2.0,0.1,25.5,23.1,90.0,19.0,-1
3981,1.0,2.0,0.1,25.5,23.1,90.0,19.0,-2
3984,1.0,1.0,0.1,25.5,23.1,90.0,19.0,0
3985,2.0,1.0,0.1,25.5,23.1,90.0,19.0,-1
3993,2.0,2.0,0.1,25.5,23.1,90.0,19.0,-1
4011,1.0,2.0,0.1,25.5,23.1,90.0,19.0,0
4015,1.0,1.0,0.1,25.5,23.1,82.0,20.0,0
4017,1.0,2.0,0.1,25.5,23.1,82.0,20.0,0
4018,1.0,2.0,0.1,25.5,23.1,82.0,20.0,-1
4022,1.0,1.0,0.1,25.5,23.1,82.0,20.0,-1
4027,2.0,2.0,0.1,25.5,23.1,82.0,20.0,-1
4030,1.0,1.0,0.1,25.5,23.1,82.0,20.0,2
4033,1.0,2.0,0.1,25.5,23.1,82.0,20.0,-2
4043,2.0,1.0,0.1,25.5,23.1,82.0,20.0,0
4055,2.0,2.0,0.1,23.7,23.1,59.0,31.1,-1
4056,3.0,1.0,0.1,23.7,23.1,59.0,31.1,-1
4057,2.0,1.0,0.1,23.7,23.1,59.0,31.1,0
4059,1.0,1.0,0.1,23.7,23.1,59.0,31.1,0
4064,2.0,1.0,0.1,23.7,23.1,59.0,31.1,-1
4073,4.0,1.0,0.1,23.7,23.1,61.0,30.7,0
4074,1.0,2.0,0.1,23.7,23.1,61.0,30.7,0
4075,1.0,2.0,0.1,23.7,23.1,61.0,30.7,-1
4076,2.0,2.0,0.1,23.7,23.1,61.0,30.7,0
4080,2.0,2.0,0.1,23.7,23.1,61.0,30.7,-1
4081,4.0,2.0,0.1,23.7,23.1,61.0,30.7,0
4099,2.0,2.0,0.1,23.7,23.1,61.0,30.7,2
4101,2.0,2.0,0.1,23.7,23.1,20.2,35.1,0
4104,1.0,2.0,0.1,23.7,23.1,20.2,35.1,0
4109,4.0,2.0,0.1,23.7,23.1,20.2,35.1,0
4110,3.0,1.0,0.1,23.7,23.1,20.2,35.1,1
4111,3.0,1.0,0.1,23.7,23.1,20.2,35.1,0
4112,2.0,2.0,0.1,23.7,23.1,85.2,27.1,0
4113,1.0,2.0,0.1,23.7,23.1,85.2,27.1,0
4114,1.0,2.0,0.1,23.7,23.1,85.2,27.1,-1
4121,2.0,2.0,0.1,23.7,23.1,85.2,27.1,-1
4130,1.0,1.0,0.1,23.7,23.1,85.2,27.1,-1
4136,3.0,2.0,0.1,23.7,23.1,39.4,32.1,-1
4137,3.0,2.0,0.1,23.7,23.1,39.4,32.1,0
4138,2.0,2.0,0.1,23.7,23.1,39.4,32.1,0
4139,2.0,2.0,0.1,23.7,23.1,39.4,32.1,-1
4141,2.0,1.0,0.1,23.7,23.1,39.4,32.1,0
4145,2.0,1.0,0.1,23.7,23.1,39.4,32.1,-1
4146,4.0,2.0,0.1,23.7,23.1,39.4,32.1,0
4148,3.0,1.0,0.1,23.7,23.1,39.4,32.1,0
4149,1.0,2.0,0.1,23.7,23.1,39.4,32.1,-1
4151,2.0,2.0,0.43,27.2,27.8,11.5,35.7,1
4152,2.0,2.0,0.43,27.2,27.8,11.5,35.7,-1
4154,3.0,2.0,0.43,27.2,27.8,11.5,35.7,0
4155,4.0,1.0,0.43,27.2,27.8,11.5,35.7,-1
4156,3.0,1.0,0.43,27.2,27.8,11.5,35.7,0
4158,2.0,2.0,0.43,27.2,27.8,11.5,35.7,0
4159,2.0,1.0,0.43,27.2,27.8,11.5,35.7,0
4160,3.0,2.0,0.43,27.2,27.8,11.5,35.7,-1
4173,2.0,2.0,0.69,33.9333333333333,33.7,27.4,35.8,-1
4175,2.0,2.0,0.69,33.9333333333333,33.7,27.4,35.8,0
4177,2.0,1.0,0.69,33.9333333333333,33.7,27.4,35.8,-1
4182,2.0,1.0,0.69,33.9333333333333,33.7,27.4,35.8,0
4183,3.0,1.0,0.69,33.9333333333333,33.7,27.4,35.8,0
4185,2.0,2.0,0.69,33.9333333333333,33.7,27.4,35.8,1
4187,2.0,1.0,0.69,33.9333333333333,33.7,27.4,35.8,2
4189,3.0,2.0,0.69,33.9333333333333,33.7,27.4,35.8,-1
4192,2.0,2.0,0.69,33.9333333333333,33.7,27.4,35.8,2
4193,3.0,2.0,0.69,33.9333333333333,33.7,27.4,35.8,0
4195,3.0,1.0,0.69,33.9333333333333,33.7,27.4,35.8,1
4197,1.0,2.0,0.69,33.9333333333333,33.7,27.4,35.8,2
4198,1.0,2.0,0.69,33.9333333333333,33.7,27.4,35.8,1
4201,2.0,2.0,0.41,27.5,27.2,84.9,28.6,0
4202,2.0,2.0,0.41,27.5,27.2,84.9,28.6,-1
4204,3.0,2.0,0.41,27.5,27.2,84.9,28.6,-1
4214,2.0,1.0,0.41,27.5,27.2,84.9,28.6,0
4217,3.0,1.0,0.41,27.5,27.2,84.9,28.6,-1
4219,3.0,1.0,0.41,27.5,27.2,84.9,28.6,0
4221,2.0,1.0,0.41,27.5,27.2,84.9,28.6,-1
4227,1.0,2.0,0.41,27.5,27.2,84.9,28.6,0
4228,1.0,2.0,0.41,27.5,27.2,84.9,28.6,-1
4239,3.0,2.0,0.41,27.5,27.2,84.9,28.6,0
4242,4.0,1.0,0.41,27.5,27.2,84.9,28.6,-1
4252,2.0,1.0,0.1,23.7,23.1,40.0,29.0,0
4253,2.0,1.0,0.1,23.7,23.1,40.0,29.0,-1
4256,1.0,2.0,0.1,23.7,23.1,40.0,29.0,0
4257,2.0,2.0,0.1,23.7,23.1,40.0,29.0,0
4258,2.0,2.0,0.1,23.7,23.1,40.0,29.0,-1
4269,1.0,2.0,0.1,23.7,23.1,40.0,29.0,-1
4271,3.0,2.0,0.1,23.7,23.1,40.0,29.0,-1
4286,1.0,1.0,0.1,23.7,23.1,40.0,29.0,0
4310,3.0,1.0,0.1,23.45,23.1,74.0,22.0,-1
4311,1.0,1.0,0.1,23.45,23.1,74.0,22.0,-1
4312,1.0,1.0,0.1,23.45,23.1,74.0,22.0,-2
4314,1.0,1.0,0.1,23.45,23.1,74.0,22.0,0
4328,1.0,2.0,0.1,23.45,23.1,74.0,22.0,-2
4329,2.0,2.0,0.1,23.45,23.1,74.0,22.0,-2
4331,2.0,2.0,0.1,23.45,23.1,74.0,22.0,-1
4334,1.0,1.0,0.1,23.45,23.1,74.0,22.0,1
4335,1.0,2.0,0.1,23.45,23.1,74.0,22.0,-1
4342,1.0,2.0,0.1,23.45,23.1,74.0,22.0,0
4347,1.0,1.0,0.1,18.0025,23.1,43.0,13.0,-2
4348,1.0,1.0,0.1,18.0025,23.1,43.0,13.0,-1
4354,1.0,2.0,0.1,18.0025,23.1,43.0,13.0,-1
4356,1.0,2.0,0.1,18.0025,23.1,43.0,13.0,0
4357,1.0,2.0,0.1,18.0025,23.1,43.0,13.0,-2
4361,3.0,2.0,0.1,18.0025,23.1,43.0,13.0,-1
4363,2.0,2.0,0.1,18.0025,23.1,43.0,13.0,-1
4367,1.0,1.0,0.1,18.0025,23.1,43.0,13.0,0
4379,1.0,1.0,0.1,24.6,23.1,68.0,25.0,0
4385,1.0,1.0,0.1,24.6,23.1,68.0,25.0,-1
4386,1.0,2.0,0.1,24.6,23.1,68.0,25.0,0
4387,1.0,2.0,0.1,24.6,23.1,68.0,25.0,-1
4393,3.0,2.0,0.1,24.6,23.1,68.0,25.0,0
4395,2.0,2.0,0.1,24.6,23.1,68.0,25.0,0
4402,2.0,1.0,0.1,24.6,23.1,68.0,25.0,0
4431,1.0,1.0,0.1,19.466666666666697,23.1,49.0,15.0,-1
4432,1.0,2.0,0.1,19.466666666666697,23.1,49.0,15.0,-1
4433,1.0,1.0,0.1,19.466666666666697,23.1,49.0,15.0,1
4438,1.0,1.0,0.1,19.466666666666697,23.1,49.0,15.0,0
4439,1.0,2.0,0.1,19.466666666666697,23.1,49.0,15.0,-2
4441,1.0,2.0,0.1,19.466666666666697,23.1,49.0,15.0,0
4443,1.0,1.0,0.1,19.466666666666697,23.1,49.0,15.0,-2
4446,2.0,1.0,0.1,19.466666666666697,23.1,49.0,15.0,-2
4466,2.0,1.0,0.1,23.7,23.1,15.0,45.0,0
4467,2.0,2.0,0.1,23.7,23.1,15.0,45.0,0
4468,2.0,2.0,0.1,23.7,23.1,15.0,45.0,-1
4469,2.0,1.0,0.1,23.7,23.1,15.0,45.0,-1
4471,2.0,2.0,0.1,23.7,23.1,15.0,45.0,1
4489,2.0,1.0,0.1,23.7,23.1,15.0,45.0,2
4498,2.0,2.0,0.1,22.0,23.1,61.0,21.0,0
4500,4.0,2.0,0.1,22.0,23.1,61.0,21.0,0
4502,2.0,1.0,0.1,22.0,23.1,61.0,21.0,0
4503,2.0,2.0,0.1,22.0,23.1,61.0,21.0,1
4508,2.0,2.0,0.1,23.7,23.1,56.0,20.0,1
4509,2.0,2.0,0.1,23.7,23.1,56.0,20.0,0
4514,2.0,1.0,0.1,23.7,23.1,56.0,20.0,-1
4515,2.0,1.0,0.1,23.7,23.1,68.0,18.0,0
4517,2.0,2.0,0.1,23.7,23.1,68.0,18.0,0
4519,5.0,2.0,0.1,23.7,23.1,48.0,18.0,0
4520,1.0,2.0,0.1,23.7,23.1,48.0,18.0,-1
4521,1.0,2.0,0.1,23.7,23.1,48.0,18.0,0
4522,1.0,1.0,0.1,23.7,23.1,48.0,18.0,-1
4523,1.0,1.0,0.1,23.7,23.1,48.0,18.0,0
4525,2.0,2.0,0.1,23.7,23.1,48.0,18.0,1
4528,2.0,2.0,0.1,23.7,23.1,48.0,18.0,0
4529,2.0,1.0,0.1,23.7,23.1,48.0,18.0,0
4533,1.0,2.0,0.1,23.7,23.1,48.0,18.0,1
4535,2.0,2.0,0.1,23.7,23.1,48.0,18.0,-1
4540,1.0,1.0,0.1,23.7,23.1,48.0,18.0,1
4543,1.0,2.0,0.1,23.7,23.1,42.0,18.0,-1
4544,2.0,2.0,0.1,23.7,23.1,42.0,18.0,-1
4545,1.0,2.0,0.1,23.7,23.1,42.0,18.0,1
4546,1.0,1.0,0.1,23.7,23.1,42.0,18.0,0
4547,1.0,2.0,0.1,23.7,23.1,42.0,18.0,0
4550,2.0,2.0,0.1,23.7,23.1,42.0,18.0,0
4555,2.0,1.0,0.1,23.7,23.1,42.0,18.0,-1
4556,2.0,1.0,0.1,23.7,23.1,42.0,18.0,0
4564,1.0,1.0,0.1,23.7,23.1,42.0,18.0,-1
4568,2.0,1.0,0.1,23.7,23.1,42.0,18.0,1
4578,2.0,2.0,0.1,25.6,23.1,5.0,29.0,-1
4579,1.0,2.0,0.1,25.6,23.1,5.0,29.0,0
4580,2.0,2.0,0.1,25.6,23.1,5.0,29.0,0
4597,2.0,1.0,0.1,25.6,23.1,5.0,29.0,-1
4604,1.0,2.0,0.1,25.6,23.1,5.0,29.0,-1
4614,1.0,1.0,0.1,25.6,23.1,5.0,29.0,0
4646,1.0,1.0,0.1,25.6,23.1,5.0,29.0,-1
4648,2.0,1.0,0.1,25.6,23.1,5.0,29.0,0
4666,4.0,1.0,0.1,24.1,23.1,7.0,21.0,0
4667,5.0,2.0,0.1,24.1,23.1,7.0,21.0,0
4668,2.0,1.0,0.1,24.1,23.1,7.0,21.0,0
4670,3.0,1.0,0.1,24.1,23.1,7.0,21.0,-1
4671,2.0,2.0,0.1,24.1,23.1,7.0,21.0,0
4672,1.0,1.0,0.1,24.1,23.1,7.0,21.0,0
4673,3.0,1.0,0.1,24.1,23.1,7.0,21.0,0
4675,1.0,2.0,0.1,24.1,23.1,7.0,21.0,0
4677,1.0,2.0,0.1,24.1,23.1,7.0,21.0,-1
4679,1.0,1.0,0.1,24.1,23.1,7.0,21.0,-1
4681,2.0,2.0,0.1,24.1,23.1,7.0,21.0,-1
4689,1.0,1.0,0.1,24.1,23.1,7.0,21.0,1
4690,2.0,1.0,0.1,24.1,23.1,7.0,21.0,-1
4706,2.0,2.0,0.1,24.1,23.1,7.0,21.0,-2
4731,1.0,2.0,0.1,25.4,23.1,19.0,22.5,0
4732,1.0,2.0,0.1,25.4,23.1,19.0,22.5,-1
4733,1.0,1.0,0.1,25.4,23.1,19.0,22.5,0
4734,1.0,1.0,0.1,25.4,23.1,19.0,22.5,-1
4735,1.0,2.0,0.1,25.4,23.1,19.0,22.5,1
4737,2.0,2.0,0.1,25.4,23.1,19.0,22.5,-1
4738,2.0,2.0,0.1,25.4,23.1,19.0,22.5,0
4747,2.0,1.0,0.1,25.4,23.1,19.0,22.5,-1
4749,2.0,1.0,0.1,25.4,23.1,19.0,22.5,0
4751,2.0,1.0,0.1,25.4,23.1,19.0,22.5,1
4767,2.0,1.0,0.1,25.9,23.1,14.0,30.0,0
4768,3.0,1.0,0.1,25.9,23.1,14.0,30.0,0
4773,1.0,2.0,0.1,25.9,23.1,14.0,30.0,0
4774,1.0,1.0,0.1,25.9,23.1,14.0,30.0,-1
4777,2.0,1.0,0.1,25.9,23.1,14.0,30.0,-1
4779,1.0,2.0,0.1,25.9,23.1,14.0,30.0,-1
4781,1.0,1.0,0.1,25.9,23.1,14.0,30.0,0
4794,2.0,2.0,0.1,25.9,23.1,14.0,30.0,0
4825,3.0,1.0,0.1,24.65,23.1,29.0,11.0,0
4827,2.0,1.0,0.1,24.65,23.1,29.0,11.0,0
4830,1.0,1.0,0.1,24.65,23.1,29.0,11.0,-1
4831,1.0,2.0,0.1,24.65,23.1,29.0,11.0,0
4835,1.0,1.0,0.1,24.65,23.1,29.0,11.0,0
4842,2.0,2.0,0.1,24.65,23.1,29.0,11.0,-1
4844,1.0,2.0,0.1,24.65,23.1,29.0,11.0,-1
4848,2.0,2.0,0.1,24.65,23.1,29.0,11.0,0
