,Age,Sex,Air velocity (m/s),Air temperature (¡C),Radiant temperature (¡C),Relative humidity (%),Clo,Met,Outdoor monthly air temperature (¡C),Thermal sensation
87530,38.0,2.0,0.1,23.4,23.4,42.2,0.43,1.28,13.4,0.0
87531,60.0,1.0,0.12,23.4,23.4,42.2,0.69,1.11,13.4,1.0
87532,24.0,2.0,0.09,22.5,23.5,45.5,0.43,1.24,13.4,0.0
87533,24.0,2.0,0.23,22.2,22.7,45.7,0.37,1.1,13.4,0.0
87534,38.0,1.0,0.14,22.2,22.7,45.7,0.73,1.06,13.4,-2.0
87535,31.0,1.0,0.14,23.4,23.6,43.5,0.69,1.1,13.4,2.0
87536,24.0,2.0,0.14,23.4,23.6,43.5,0.81,1.22,13.4,0.0
87537,24.0,2.0,0.11,23.2,23.2,44.5,0.67,1.34,13.4,0.0
87538,38.0,1.0,0.08,24.1,24.1,43.8,0.75,1.08,13.4,-1.0
87539,52.0,2.0,0.08,24.1,24.1,43.8,0.65,1.16,13.4,-1.0
87540,38.0,2.0,0.07,23.6,26.6,46.9,0.85,1.16,13.4,-1.0
87541,38.0,1.0,0.09,23.3,23.7,47.8,0.79,1.1,13.4,-0.0
87542,38.0,1.0,0.04,24.3,25.3,47.7,0.73,1.08,13.4,-1.0
87543,38.0,1.0,0.06,23.3,23.7,47.8,0.83,1.25,13.4,0.0
87544,18.0,2.0,0.08,23.3,23.7,47.8,0.37,1.08,13.4,0.0
87545,38.0,1.0,0.16,22.9,23.4,49.9,0.85,1.08,13.4,0.0
87546,18.0,1.0,0.16,22.9,23.4,49.9,0.79,1.12,13.4,2.0
87547,31.0,2.0,0.09,22.7,22.9,51.0,0.56,1.16,13.4,0.0
87548,45.0,1.0,0.13,23.1,24.4,49.5,0.67,1.19,13.4,0.0
87549,24.0,1.0,0.04,23.1,23.1,46.9,0.73,1.08,13.4,-0.0
87550,52.0,1.0,0.04,22.6,23.2,45.6,0.66,1.06,13.4,0.0
87551,38.0,1.0,0.08,22.6,23.4,45.6,0.79,1.06,13.4,0.0
87552,31.0,1.0,0.13,23.2,22.5,44.5,0.69,1.1,13.4,0.0
87553,24.0,1.0,0.17,22.6,23.1,45.6,0.79,1.19,13.4,-1.0
87554,31.0,1.0,0.07,24.2,24.9,39.6,1.0,1.51,13.4,2.0
87555,24.0,2.0,0.11,25.2,25.0,36.4,0.43,1.13,13.4,2.0
87556,31.0,1.0,0.15,24.5,24.3,37.7,0.69,1.13,13.4,-1.0
87557,31.0,1.0,0.15,23.8,23.3,39.1,0.75,1.4,13.4,0.0
87558,24.0,1.0,0.07,22.8,22.8,39.5,0.73,1.36,13.4,0.0
87559,45.0,1.0,0.11,23.8,23.4,39.1,0.83,1.11,13.4,0.0
87560,31.0,1.0,0.06,22.8,24.8,40.7,0.62,1.09,13.4,0.0
87561,24.0,1.0,0.07,25.9,26.1,34.1,0.73,1.19,13.4,1.0
87562,38.0,2.0,0.07,25.9,26.1,34.1,0.56,1.06,13.4,2.0
87563,24.0,1.0,0.05,22.8,24.7,40.7,0.79,1.19,13.4,0.0
87564,31.0,1.0,0.04,22.8,24.6,40.7,0.79,1.15,13.4,1.0
87565,52.0,1.0,0.04,22.8,24.6,40.7,0.79,1.13,13.4,-0.0
87566,24.0,2.0,0.12,23.0,23.4,46.8,0.53,1.09,13.4,1.0
87567,31.0,2.0,0.12,23.0,23.4,46.8,0.48,1.08,13.4,-1.0
87568,52.0,1.0,0.06,23.7,24.4,45.7,0.64,1.19,13.4,0.0
87569,24.0,2.0,0.12,22.8,23.0,47.2,0.31,1.38,13.4,-2.0
87570,31.0,1.0,0.04,23.1,23.1,46.9,0.67,1.08,13.4,-1.0
87571,31.0,1.0,0.04,23.1,23.1,46.9,0.73,1.19,13.4,-1.0
87572,38.0,1.0,0.08,23.4,24.7,47.9,0.58,1.12,13.4,1.0
87573,24.0,1.0,0.2,22.5,22.5,49.4,0.62,1.18,13.4,0.0
87574,24.0,1.0,0.12,22.7,22.9,49.0,0.75,1.19,13.4,1.0
87575,24.0,1.0,0.1,23.8,24.8,45.9,0.64,1.17,13.4,0.0
87576,24.0,2.0,0.1,22.4,23.4,48.6,0.45,1.21,13.4,0.0
87577,24.0,1.0,0.09,24.0,25.4,44.9,0.67,1.09,13.4,1.0
87578,24.0,1.0,0.09,24.0,24.0,44.9,0.58,1.08,13.4,2.0
87579,18.0,2.0,0.08,24.0,25.3,44.9,0.43,1.09,13.4,1.0
87580,52.0,1.0,0.13,24.0,26.0,44.9,0.89,1.16,13.4,1.0
87581,24.0,2.0,0.1,23.2,23.0,47.0,0.5,1.36,13.4,0.0
87582,31.0,1.0,0.1,23.2,23.8,47.0,0.64,1.21,13.4,0.0
87583,38.0,1.0,0.1,22.6,22.4,48.9,0.58,1.09,13.4,-0.0
87584,45.0,1.0,0.19,23.2,24.5,48.3,0.69,1.08,13.4,-0.0
87585,38.0,1.0,0.08,23.4,23.6,41.0,0.62,1.32,13.4,2.0
87586,31.0,2.0,0.1,23.4,23.6,41.0,0.65,1.58,13.4,0.0
87587,52.0,1.0,0.13,22.8,22.4,41.4,0.58,1.2,13.4,0.0
87588,31.0,1.0,0.12,22.8,22.4,41.4,0.62,1.09,13.4,1.0
87589,45.0,1.0,0.1,23.8,26.1,39.7,0.67,1.34,13.4,1.0
87590,24.0,2.0,0.04,24.8,26.9,40.5,0.34,1.22,13.4,0.0
87591,52.0,1.0,0.05,26.1,27.8,38.2,0.74,1.11,13.4,1.0
87593,38.0,1.0,0.05,25.4,27.3,40.7,0.62,1.27,13.4,1.0
87594,24.0,1.0,0.08,25.4,27.5,40.7,0.73,1.25,13.4,0.0
87595,31.0,2.0,0.12,22.8,22.4,41.4,0.4,1.19,13.4,0.0
87596,38.0,1.0,0.13,25.2,27.2,39.8,0.74,1.13,13.4,2.0
87597,52.0,1.0,0.15,24.9,26.8,40.0,1.06,1.11,13.4,1.0
87598,60.0,1.0,0.07,24.2,24.6,37.9,0.8,1.13,13.4,-0.0
87599,31.0,1.0,0.06,24.2,24.6,37.9,0.62,1.06,13.4,0.0
87600,24.0,1.0,0.06,24.2,24.6,37.9,0.62,1.17,13.4,1.0
87601,24.0,1.0,0.06,25.3,27.1,36.0,0.74,1.11,13.4,0.0
87602,38.0,2.0,0.1,23.7,23.9,49.5,0.4,1.15,13.4,2.0
87603,52.0,1.0,0.1,26.4,28.9,39.1,0.62,1.19,13.4,2.0
87604,38.0,1.0,0.14,26.5,26.5,38.7,0.69,1.17,13.4,1.0
87605,24.0,2.0,0.12,23.7,24.1,50.2,0.31,1.1,13.4,0.0
87606,24.0,2.0,0.11,23.7,24.1,50.2,0.27,1.08,13.4,0.0
87607,24.0,2.0,0.06,23.7,24.1,50.2,0.57,1.06,13.4,0.0
87608,24.0,2.0,0.12,23.7,24.1,50.2,0.47,1.09,13.4,0.0
87609,31.0,1.0,0.11,25.7,22.3,34.3,0.64,1.07,13.4,2.0
87610,31.0,2.0,0.09,23.7,24.5,43.2,0.28,1.1,13.4,-0.0
87611,38.0,2.0,0.18,22.0,23.0,50.2,0.45,1.17,13.4,-0.0
87612,24.0,1.0,0.18,22.0,23.0,50.2,0.73,1.08,13.4,0.0
87613,24.0,2.0,0.08,23.2,24.5,49.0,0.27,1.06,13.4,-0.0
87615,24.0,2.0,0.08,23.2,24.5,49.0,0.48,1.09,13.4,0.0
87616,18.0,2.0,0.08,23.2,24.5,49.0,0.48,1.06,13.4,-0.0
87617,24.0,2.0,0.08,23.2,24.5,49.0,0.4,1.08,13.4,-1.0
87618,24.0,2.0,0.12,23.7,24.1,50.2,0.65,1.06,13.4,0.0
87619,24.0,2.0,0.25,25.9,24.5,43.6,0.48,1.16,13.4,0.0
87620,24.0,2.0,0.29,25.9,25.3,43.6,0.48,1.41,13.4,1.0
87621,31.0,1.0,0.29,25.9,25.3,43.6,0.64,1.34,13.4,0.0
87622,52.0,2.0,0.08,25.6,26.2,43.8,0.4,1.06,13.4,0.0
87623,24.0,1.0,0.08,25.9,25.9,42.5,0.64,1.13,13.4,1.0
87624,38.0,1.0,0.08,25.6,26.2,43.8,0.69,1.14,13.4,1.0
87625,31.0,1.0,0.08,25.6,26.2,43.8,0.73,1.51,13.4,1.0
87626,60.0,1.0,0.08,25.6,26.2,43.8,0.64,1.15,13.4,1.0
87627,24.0,1.0,0.08,25.6,26.2,43.8,0.67,1.33,13.4,2.0
87628,45.0,1.0,0.25,24.4,28.1,48.5,0.73,1.06,13.4,0.0
87629,38.0,2.0,0.14,24.4,26.9,48.5,0.47,1.22,13.4,1.0
87630,52.0,1.0,0.14,24.4,24.4,48.5,0.73,1.08,13.4,0.0
87631,31.0,1.0,0.25,24.4,27.2,48.5,0.64,1.11,13.4,1.0
87632,38.0,1.0,0.14,24.1,23.4,48.1,0.69,1.08,13.4,2.0
87633,38.0,2.0,0.14,24.1,23.4,48.1,0.57,1.08,13.4,2.0
87634,31.0,1.0,0.14,24.1,23.4,48.1,0.62,1.13,13.4,1.0
87635,24.0,2.0,0.14,24.1,23.4,48.1,0.4,1.12,13.4,0.0
87636,24.0,2.0,0.08,25.6,26.2,43.8,0.45,1.08,13.4,0.0
87637,24.0,2.0,0.16,23.7,23.5,49.5,0.4,1.26,13.4,2.0
87638,31.0,1.0,0.18,24.2,23.7,47.6,0.69,1.1,13.4,2.0
87639,24.0,2.0,0.18,24.2,23.7,47.6,0.61,1.14,13.4,0.0
87640,52.0,2.0,0.15,25.1,25.3,45.6,0.65,1.14,13.4,0.0
87641,38.0,2.0,0.15,25.1,30.9,45.6,0.6,1.21,13.4,1.0
87642,38.0,1.0,0.08,25.0,25.4,45.5,0.75,1.19,13.4,1.0
87643,38.0,1.0,0.1,23.7,23.9,49.5,0.69,1.1,13.4,0.0
87644,24.0,1.0,0.15,26.3,26.1,43.0,0.64,1.14,13.4,2.0
87645,24.0,2.0,0.15,26.3,26.1,43.0,0.47,1.13,13.4,0.0
87646,60.0,2.0,0.09,23.3,26.1,48.4,0.45,1.13,13.4,-1.0
87647,24.0,1.0,0.11,25.3,27.6,45.2,0.79,1.08,13.4,1.0
87648,24.0,1.0,0.11,25.3,27.6,45.2,0.64,1.19,13.4,1.0
87649,31.0,1.0,0.09,23.3,26.1,48.4,0.79,1.11,13.4,1.0
87650,24.0,1.0,0.08,25.4,26.0,43.6,0.62,1.61,13.4,1.0
87651,31.0,2.0,0.08,24.2,26.7,45.1,0.48,1.19,13.4,2.0
87652,38.0,1.0,0.08,25.0,26.7,43.1,0.85,1.08,13.4,1.0
87653,31.0,2.0,0.19,25.7,25.7,42.2,0.61,1.19,13.4,1.0
87654,38.0,1.0,0.1,24.7,24.9,46.3,0.69,1.32,13.4,-1.0
87655,31.0,1.0,0.13,26.8,28.4,40.8,0.74,1.08,13.4,2.0
87656,18.0,2.0,0.08,24.7,24.9,46.3,0.47,1.16,13.4,1.0
87657,31.0,1.0,0.13,26.8,28.4,40.8,0.69,1.08,13.4,2.0
87658,38.0,1.0,0.04,24.3,25.6,43.4,0.69,1.08,13.4,0.0
87659,24.0,1.0,0.11,23.6,25.5,48.1,0.73,1.19,13.4,0.0
87660,31.0,1.0,0.05,25.9,26.9,43.6,0.69,1.11,13.4,1.0
87661,38.0,1.0,0.05,25.9,26.9,43.6,0.85,1.09,13.4,2.0
87662,24.0,2.0,0.05,25.9,26.9,43.6,0.27,1.49,13.4,0.0
87663,38.0,1.0,0.15,22.2,21.7,52.4,0.62,1.08,13.4,0.0
87664,24.0,2.0,0.18,26.7,26.9,41.8,0.5,1.13,13.4,2.0
87665,38.0,2.0,0.02,24.0,24.7,46.1,0.34,1.68,13.4,-1.0
87666,24.0,1.0,0.06,22.5,24.5,50.8,1.09,1.33,13.4,0.0
87667,52.0,1.0,0.16,24.5,25.0,48.6,0.79,1.13,13.4,0.0
87668,31.0,1.0,0.04,24.6,24.8,46.8,0.69,1.06,13.4,0.0
87669,31.0,1.0,0.13,22.2,24.2,51.8,0.73,1.19,13.4,0.0
87670,45.0,1.0,0.06,25.4,25.8,43.6,0.64,1.13,13.4,0.0
87671,24.0,1.0,0.03,27.0,27.5,37.7,0.62,1.08,13.4,2.0
87672,38.0,1.0,0.14,23.1,24.0,47.5,0.78,1.15,13.4,-0.0
87673,24.0,2.0,0.06,22.6,22.8,51.6,0.4,1.3,13.4,-0.0
87674,52.0,1.0,0.13,24.0,24.9,49.3,0.67,1.09,13.4,0.0
87675,31.0,1.0,0.13,24.0,24.9,49.3,0.64,1.11,13.4,-0.0
87676,38.0,1.0,0.13,24.0,24.9,49.3,0.73,1.06,13.4,0.0
87677,18.0,2.0,0.28,24.3,23.7,47.7,0.31,1.11,13.4,-0.0
87678,24.0,1.0,0.13,25.5,27.5,46.7,0.64,1.17,13.4,2.0
87679,31.0,1.0,0.13,25.3,27.8,45.8,0.62,1.11,13.4,0.0
87680,31.0,1.0,0.18,24.1,25.8,48.7,0.64,1.07,13.4,0.0
87681,24.0,2.0,0.18,23.6,24.8,50.1,0.4,1.1,13.4,-1.0
87682,38.0,1.0,0.09,24.3,24.5,49.0,0.67,1.3,13.4,1.0
87683,38.0,1.0,0.03,24.2,24.7,49.5,0.53,1.13,13.4,-1.0
87684,31.0,2.0,0.1,23.2,22.8,50.9,0.27,1.24,13.4,0.0
87685,24.0,1.0,0.13,23.3,22.9,49.7,0.53,1.16,13.4,0.0
87686,52.0,1.0,0.14,23.2,23.0,50.9,0.64,1.23,13.4,1.0
87687,24.0,2.0,0.06,22.2,22.9,53.1,0.61,1.11,13.4,-2.0
87688,24.0,2.0,0.06,22.2,22.9,53.1,0.4,1.06,13.4,-0.0
87689,24.0,2.0,0.06,22.2,22.9,53.1,0.56,1.11,13.4,-1.0
87690,24.0,2.0,0.06,22.2,22.9,53.1,0.78,1.33,13.4,1.0
87691,24.0,1.0,0.15,20.6,23.4,50.5,0.73,1.06,13.4,1.0
87692,31.0,2.0,0.1,20.6,20.8,50.5,0.47,1.08,13.4,-1.0
87693,24.0,2.0,0.13,22.2,22.6,47.7,0.47,1.14,13.4,0.0
87694,24.0,1.0,0.02,20.5,21.3,49.0,0.93,1.16,13.4,-0.0
87695,24.0,2.0,0.03,20.5,21.4,49.0,0.28,1.16,13.4,-0.0
87696,24.0,1.0,0.12,19.9,21.4,51.8,0.62,1.06,13.4,-0.0
87697,24.0,1.0,0.12,21.0,22.5,47.5,0.59,1.28,13.4,0.0
87698,31.0,1.0,0.11,25.4,25.2,47.2,0.73,1.09,13.4,0.0
87699,24.0,1.0,0.06,25.9,25.5,44.8,0.58,1.11,13.4,1.0
87700,60.0,1.0,0.06,25.9,25.5,44.8,0.64,1.16,13.4,0.0
87701,31.0,1.0,0.06,25.9,25.5,44.8,0.75,1.28,13.4,1.0
87702,52.0,2.0,0.06,25.9,25.5,44.8,0.4,1.19,13.4,0.0
87703,24.0,2.0,0.06,25.9,25.5,44.8,0.47,1.18,13.4,0.0
87704,24.0,2.0,0.06,25.9,25.5,44.8,0.45,1.13,13.4,0.0
87705,52.0,2.0,0.12,24.1,23.4,51.3,0.47,1.11,13.4,0.0
87706,38.0,2.0,0.12,24.1,23.4,51.3,0.57,1.08,13.4,1.0
87707,24.0,2.0,0.12,24.1,23.4,51.3,0.27,1.13,13.4,2.0
87708,38.0,1.0,0.12,24.1,23.4,51.3,0.69,1.08,13.4,1.0
87709,52.0,1.0,0.19,24.2,23.9,49.5,0.79,1.06,13.4,1.0
87711,38.0,2.0,0.1,24.2,26.7,49.5,0.31,1.23,13.4,1.0
87712,60.0,1.0,0.13,22.9,23.1,53.9,0.53,1.09,13.4,1.0
87713,31.0,1.0,0.09,24.2,24.4,50.1,0.62,1.1,13.4,2.0
87714,24.0,2.0,0.09,24.2,24.4,50.1,0.61,1.06,13.4,-0.0
87715,38.0,1.0,0.08,24.2,24.4,50.1,0.73,1.17,13.4,-0.0
87716,52.0,2.0,0.06,25.1,27.8,48.6,0.47,1.25,13.4,0.0
87717,38.0,2.0,0.08,24.0,23.8,49.9,0.34,1.06,13.4,1.0
87718,38.0,1.0,0.09,23.0,24.4,52.0,0.78,1.65,13.4,0.0
87719,24.0,1.0,0.08,24.4,24.6,47.2,0.62,1.16,13.4,1.0
87720,38.0,1.0,0.21,24.4,24.7,47.2,0.69,1.65,13.4,2.0
87721,24.0,1.0,0.05,25.6,25.3,43.8,0.62,1.06,13.4,2.0
87722,31.0,1.0,0.03,24.0,24.2,44.9,0.64,1.06,13.4,2.0
87724,24.0,1.0,0.04,24.8,24.8,46.5,0.77,1.19,13.4,2.0
87725,24.0,1.0,0.04,24.8,24.8,46.5,0.64,1.19,13.4,2.0
87726,38.0,1.0,0.02,23.9,24.2,47.9,0.69,1.3,13.4,0.0
87727,31.0,2.0,0.03,23.3,23.6,51.0,0.72,1.13,13.4,0.0
87728,38.0,1.0,0.04,23.4,23.6,51.1,0.73,1.06,13.4,0.0
87729,31.0,1.0,0.03,25.0,26.1,46.1,0.64,1.06,13.4,1.0
87730,31.0,2.0,0.2,23.2,22.7,49.0,0.4,1.11,13.4,0.0
87731,52.0,1.0,0.2,23.2,22.7,49.0,0.64,1.08,13.4,-1.0
87732,24.0,1.0,0.12,21.3,21.7,41.8,0.64,1.13,13.4,-0.0
87733,45.0,1.0,0.16,24.9,26.6,43.0,0.69,1.19,13.4,-1.0
87734,52.0,2.0,0.12,24.0,24.0,46.1,0.47,1.06,13.4,0.0
87735,24.0,2.0,0.12,23.1,22.9,48.8,0.4,1.19,13.4,0.0
87736,38.0,1.0,0.13,25.7,26.8,43.4,0.73,1.12,13.4,2.0
87737,38.0,2.0,0.13,25.7,27.7,43.4,0.45,1.16,13.4,2.0
87738,31.0,1.0,0.1,24.1,24.5,46.2,0.64,1.1,13.4,1.0
97318,31.0,2.0,0.19,21.9,22.5,59.6,0.62,1.0,13.4,0.0
97319,31.0,2.0,0.06,22.7,22.7,56.2,0.52,1.2,13.4,-1.0
97320,31.0,2.0,0.05,22.8,22.9,56.2,0.74,1.0,13.4,1.0
97321,31.0,2.0,0.09,22.9,23.1,55.9,0.56,1.2,13.4,0.0
97322,31.0,2.0,0.03,22.5,22.9,56.8,0.48,1.0,13.4,-1.0
97323,31.0,2.0,0.15,22.4,22.9,57.9,0.46,1.2,13.4,-1.0
97324,31.0,1.0,0.03,22.2,22.4,57.9,0.49,1.2,13.4,-0.0
97325,31.0,1.0,0.02,22.5,22.7,56.7,0.61,1.2,13.4,-0.0
97326,31.0,2.0,0.11,22.2,22.6,58.5,0.95,1.0,13.4,-2.0
97327,31.0,2.0,0.08,22.2,22.7,59.9,0.84,1.2,13.4,0.0
97328,31.0,2.0,0.07,22.5,22.8,58.5,0.59,1.2,13.4,-1.0
97329,31.0,2.0,0.11,21.8,22.3,61.0,0.84,1.0,13.4,1.0
97330,31.0,1.0,0.09,22.5,22.6,58.3,0.49,1.2,13.4,1.0
97331,31.0,1.0,0.11,22.4,22.6,58.3,0.57,1.0,13.4,-1.0
97332,31.0,2.0,0.02,23.0,23.2,56.6,0.43,1.2,13.4,2.0
97333,31.0,2.0,0.08,22.9,23.1,56.7,0.49,1.0,13.4,0.0
97334,31.0,2.0,0.09,22.4,22.7,59.3,0.88,1.2,13.4,-1.0
97335,31.0,2.0,0.11,22.1,22.6,60.3,0.52,1.2,13.4,-0.0
97336,31.0,2.0,0.01,22.4,22.5,56.4,0.54,1.0,13.4,-1.0
97337,31.0,2.0,0.02,22.4,22.5,56.1,0.46,1.0,13.4,1.0
97338,31.0,2.0,0.07,22.5,22.6,56.2,0.49,1.0,13.4,0.0
97339,31.0,2.0,0.02,22.2,22.4,57.9,0.43,1.0,13.4,-1.0
97340,31.0,1.0,0.11,23.1,23.0,56.2,0.54,1.0,13.4,0.0
97341,31.0,2.0,0.11,21.8,22.3,60.7,0.61,1.0,13.4,1.0
97342,31.0,1.0,0.05,22.4,22.6,59.0,0.48,1.0,13.4,-0.0
97343,31.0,2.0,0.12,21.9,22.4,60.9,0.41,1.2,13.4,0.0
97344,31.0,2.0,0.2,21.7,22.5,60.4,0.41,1.2,13.4,0.0
97345,31.0,2.0,0.05,23.1,23.3,54.9,0.46,1.4,13.4,0.0
97346,31.0,2.0,0.08,22.6,22.8,57.3,0.49,1.0,13.4,-1.0
97347,31.0,2.0,0.03,22.7,22.9,56.9,0.46,1.4,13.4,2.0
97348,31.0,2.0,0.02,22.6,22.9,57.4,0.43,1.4,13.4,0.0
97349,31.0,2.0,0.04,22.7,22.9,56.8,0.54,1.4,13.4,1.0
97350,31.0,1.0,0.07,22.3,22.6,58.6,0.48,1.0,13.4,-0.0
97351,31.0,1.0,0.15,22.1,22.7,59.3,0.54,1.2,13.4,1.0
97352,31.0,2.0,0.12,21.8,22.5,60.3,0.41,1.2,13.4,0.0
97353,31.0,2.0,0.14,21.5,22.5,61.6,0.61,1.4,13.4,-0.0
97354,31.0,2.0,0.05,22.8,23.2,58.5,0.91,1.2,13.4,1.0
97355,31.0,2.0,0.08,23.4,23.6,54.5,0.52,1.4,13.4,1.0
97356,31.0,2.0,0.05,23.6,23.7,54.0,0.45,1.0,13.4,0.0
97357,31.0,2.0,0.06,22.9,23.2,57.2,0.51,1.2,13.4,1.0
97358,31.0,2.0,0.04,22.8,23.0,56.9,0.54,1.2,13.4,-1.0
97359,31.0,2.0,0.08,22.8,22.8,56.6,0.43,1.0,13.4,0.0
97360,31.0,2.0,0.05,22.9,23.1,57.4,0.52,1.0,13.4,0.0
97361,31.0,2.0,0.07,23.0,23.2,56.2,0.43,1.4,13.4,1.0
97362,31.0,2.0,0.06,22.4,23.0,58.0,0.61,1.2,13.4,-2.0
97363,31.0,2.0,0.04,22.4,22.4,59.9,0.48,1.0,13.4,2.0
97364,31.0,2.0,0.06,22.8,22.9,58.9,0.93,1.0,13.4,2.0
97365,31.0,2.0,0.13,22.2,22.7,61.3,0.47,1.0,13.4,-1.0
97366,31.0,1.0,0.1,21.7,22.0,64.1,0.62,1.0,13.4,0.0
97367,31.0,2.0,0.05,21.9,22.1,63.3,0.42,1.0,13.4,0.0
97368,31.0,1.0,0.05,22.8,23.0,59.3,0.7,1.0,13.4,-1.0
97369,31.0,1.0,0.07,22.6,22.8,60.2,0.53,1.2,13.4,0.0
97370,31.0,2.0,0.15,22.5,23.0,62.2,0.47,1.0,13.4,0.0
97371,31.0,2.0,0.12,22.6,23.0,61.7,0.47,1.0,13.4,0.0
97372,31.0,2.0,0.04,21.9,22.1,64.9,0.42,1.0,13.4,0.0
97374,31.0,2.0,0.04,23.3,23.4,59.1,0.93,1.4,13.4,1.0
97375,31.0,2.0,0.08,23.1,23.3,59.3,0.52,1.2,13.4,0.0
97376,31.0,2.0,0.1,23.2,23.3,59.3,0.48,1.2,13.4,0.0
97377,31.0,1.0,0.06,22.8,23.0,61.2,0.53,1.0,13.4,0.0
97378,31.0,2.0,0.1,22.8,23.3,62.6,0.62,1.4,13.4,-0.0
97379,31.0,1.0,0.05,23.2,23.5,59.5,0.7,1.0,13.4,-1.0
97380,31.0,2.0,0.17,22.2,22.7,62.9,0.44,1.2,13.4,2.0
97381,31.0,2.0,0.07,23.4,23.7,59.0,0.93,1.0,13.4,1.0
97382,31.0,2.0,0.13,22.8,23.3,61.2,0.47,1.0,13.4,0.0
97383,31.0,2.0,0.07,23.4,23.5,59.3,0.46,1.2,13.4,0.0
97384,31.0,2.0,0.07,23.3,23.5,59.2,0.52,1.0,13.4,1.0
97385,31.0,2.0,0.05,23.3,23.4,59.4,0.48,1.0,13.4,0.0
97386,31.0,1.0,0.1,23.0,23.2,60.5,0.48,1.4,13.4,1.0
97387,31.0,1.0,0.03,23.0,23.1,59.0,0.53,1.0,13.4,2.0
97388,31.0,2.0,0.04,23.5,23.6,57.9,0.93,1.0,13.4,2.0
97389,31.0,2.0,0.07,23.4,23.5,58.3,0.48,1.0,13.4,1.0
97390,31.0,1.0,0.07,23.0,23.2,58.7,0.53,1.0,13.4,1.0
97391,31.0,2.0,0.07,23.2,23.5,58.3,0.46,1.2,13.4,0.0
97392,31.0,1.0,0.1,22.1,22.3,61.9,0.58,1.0,13.4,-0.0
97393,31.0,2.0,0.06,21.7,22.0,63.5,0.53,1.2,13.4,0.0
97394,31.0,2.0,0.04,22.0,22.2,62.6,0.58,1.2,13.4,1.0
97395,31.0,1.0,0.11,22.7,22.9,59.6,0.62,1.0,13.4,0.0
97396,31.0,2.0,0.03,22.5,22.7,59.5,0.42,1.2,13.4,0.0
97397,31.0,2.0,0.08,22.5,22.7,59.5,0.49,1.0,13.4,-1.0
97398,31.0,2.0,0.04,22.7,22.9,59.1,0.46,1.0,13.4,1.0
97399,31.0,2.0,0.03,22.5,22.7,60.1,0.56,1.0,13.4,0.0
97400,31.0,2.0,0.15,21.1,21.9,65.4,0.89,1.0,13.4,-2.0
97401,31.0,1.0,0.07,21.7,22.1,63.9,0.46,1.2,13.4,-2.0
97402,31.0,2.0,0.07,22.7,23.1,60.9,0.53,1.0,13.4,0.0
97403,31.0,2.0,0.02,22.8,22.9,59.5,0.46,1.0,13.4,0.0
97404,31.0,2.0,0.06,22.8,23.1,59.9,0.56,1.0,13.4,-1.0
97405,31.0,2.0,0.02,22.7,23.0,59.5,0.42,1.4,13.4,0.0
97406,31.0,2.0,0.01,22.8,23.2,60.3,0.5,1.4,13.4,1.0
97407,31.0,2.0,0.06,23.0,23.2,58.3,0.49,1.0,13.4,0.0
97408,31.0,1.0,0.16,23.2,24.0,58.0,0.62,1.2,13.4,0.0
97409,31.0,1.0,0.07,22.5,22.9,59.1,0.58,1.0,13.4,0.0
97410,31.0,2.0,0.09,22.3,22.9,58.0,0.5,1.0,13.4,-1.0
97411,31.0,2.0,0.08,22.7,22.9,56.8,0.46,1.0,13.4,1.0
97412,31.0,2.0,0.03,22.8,23.0,55.7,0.42,1.4,13.4,1.0
97413,31.0,2.0,0.02,22.9,23.1,56.5,0.49,1.2,13.4,0.0
97414,31.0,1.0,0.12,23.2,23.2,54.5,0.62,1.0,13.4,-0.0
97415,31.0,2.0,0.12,22.2,22.8,56.5,1.01,1.2,13.4,0.0
97416,31.0,2.0,0.12,22.0,22.6,56.7,0.58,1.0,13.4,1.0
97417,31.0,2.0,0.05,22.9,23.1,55.2,0.56,1.0,13.4,-1.0
97418,31.0,2.0,0.1,22.2,22.7,56.3,0.89,1.0,13.4,-2.0
97419,31.0,1.0,0.1,21.4,21.7,58.9,0.54,1.0,13.4,0.0
97420,31.0,1.0,0.05,21.7,22.0,59.0,0.46,1.0,13.4,-1.0
97421,31.0,2.0,0.08,21.8,22.2,58.7,0.49,1.0,13.4,0.0
97422,31.0,2.0,0.1,22.5,22.8,54.8,0.28,1.2,13.4,0.0
97423,31.0,1.0,0.11,22.3,22.7,56.6,0.54,1.0,13.4,-0.0
97424,31.0,2.0,0.09,22.9,23.2,53.3,0.79,1.0,13.4,0.0
97425,31.0,1.0,0.08,21.9,22.4,56.6,0.46,1.0,13.4,0.0
97426,31.0,2.0,0.06,23.3,23.4,52.3,0.52,1.4,13.4,1.0
97427,31.0,2.0,0.08,23.1,23.4,53.2,0.48,1.0,13.4,0.0
97428,31.0,2.0,0.05,23.3,23.5,52.6,0.54,1.2,13.4,-1.0
97429,31.0,1.0,0.02,23.1,23.4,54.1,0.76,1.0,13.4,0.0
97430,31.0,1.0,0.09,23.0,23.5,54.3,0.54,1.0,13.4,0.0
97431,31.0,1.0,0.09,22.0,22.5,57.2,0.46,1.0,13.4,-1.0
97432,31.0,2.0,0.07,22.4,22.7,57.2,0.49,1.0,13.4,0.0
97433,31.0,2.0,0.1,23.3,23.6,53.2,0.79,1.0,13.4,1.0
97434,31.0,2.0,0.04,23.4,23.6,52.8,0.52,1.0,13.4,2.0
